sentence,translation
这样一来，一些丧尽天良的资本家，就见利忘义，跃跃欲试。,"At the prospect of profits, some conscienceless capitalists forget all moral principles and itch to have a go."
中国传统绘画盛行至今。,Traditional Chinese painting is popular to this day.
她的父母很传统。,Her parents are very traditional.
这是一个很实在的问题。,This is a very real problem.
我现在实在是真的没心情听。,I'm really not in the mood to listen now.
他说做完了，实在并没有做完。,"He said he's done doing it, but he actually isn't done doing it."
我的朋友可实在了。,My friend is dependable and practical.
清洁工做事很实在。,The janitor does his work well.
这件家具做得很实在。,This piece of furniture was
不瞒老爷说，近来咱们地方上响马甚多，凡过往的客人，须要迟行早住。,
近来中国打发钦差过外国。,The Chinese have also lately sent ambassadors to foreign countries.
整天游手好闲，只会欺压邻里的寄生虫，遭人唾弃。,A parasitic layabout who spends the whole day loafing around and bullying the neighbours is despised by everyone.
这种事情是夫妻感情好坏的分水岭，试金石！,"This (a couple's sex life) is the kind of thing that is a critical indicator, an acid test, of how a husband and wife feel about each other!"
性别是个光谱。,Gender is a spectrum.
我不能从中文名中看出性别。,I can't tell the gender of Chinese names.
我想买只娃娃送拨伊。,I want to buy her a doll.
那通失去希望，每日醉茫茫，无魂有体亲像稻草人？,"How can you lose hope, get drunk every day, and have a body without a soul just like a scarecrow?"
镜花水月闲消遣，何必名贤胜地逢。,
银行承诺的那些高收益率，最后多半因不符合条件而成镜花水月。,"Most of these high earnings yields, which banks promised that the investors would have, became illusions at last because they failed to meet the requirements."
他果然没在家。,"He wasn't at home, just as expected."
丁小姐，令尊的厂一定比这个像样多了。等到淡水新厂落成，我再请两位来玩。,"Your father, miss Ding, must have a better factory than this. I shall invite both of you to visit the new factory in Tamsui when it is completed."
良禽择木而栖，贤臣择主而事。,"A good bird chooses (for himself) the tree upon which to perch, the talented subject chooses (for himself) the lord that he shall serve."
这分明是歧视。,This is clearly discriminatory.
小弟不才，还需向各位多多请教！,I'm not talented and need to learn from you.
事不宜迟，快收拾细软等物，都到那里入伙，方避得大祸。,
施工期间，恕不开放。,Construction in progress — temporarily closed.
他在抗战时期当过二鬼子。,He was a traitor during the Anti-Japanese War.
书是传递文明的工具。,Books are the way in which civilization is transmitted.
这至少需要有人先出来带个头才行啊。,At least someone needs to come out and take the lead.
我不赞同这位同学的观点，至少他的观点不够全面。,"I don't agree with this student's point of view — at the very least, his point of view is not comprehensive enough."
为什么那么多非法移民选择美国？,Why do so many illegal immigrants choose America?
我勿搭伊一道去。,I am not going together with him.
你家里人有没有教过你什么是规矩啊。,Didn't your family teach you any manners?
把酒桶提到楼上真累。,It was very tiring carrying the barrel upstairs.
伊真小口，食半碗饭就饱矣。,He eats very little; he was already full after eating half a bowl of rice.
由于上季度的利润丰厚，公司为她发了不少奖金。,"Because of the huge profit last quarter, the company gave her a lot of bonuses."
谢谢您的合作。,Thanks for your cooperation.
我跟你说说我的看法吧。,Let me tell you what I think.
天不生仲尼，万古长如夜！,
为弥补苏联瓦解后留下的权力真空，美国大力推动北约东扩。,"To fill the power vacuum left by the collapse of the Soviet Union, the United States vigorously promoted NATO's expansion eastward."
疫情期间，机票卖出白菜价。,Airline tickets sell at very low prices during the epidemic.
给我跪下！,Kneel!
有毛病啊！,What the hell is wrong with you!
我有毛病了。,I am sick.
新中国成立之初，中国一穷二白，百废待兴。,"In the early days after the establishment of the People's Republic of China, China was impoverished, with a great number of things waiting to be rebuilt and tasks to be undertaken."
观点成立。,The viewpoint holds water.
忽然大雷大雨，加以冰雹，落到半夜方止，坏却房屋无数。,
照片被扔得满地板都是。,There were photographs thrown all over the floor.
五阿哥，所有牺牲的弟兄都已经挖好了坟墓。,
请您排队等候。,Please wait in line.
请在此等候。,Please wait here.
请在黄线外等候。,Please wait behind the yellow line.
那两名匪徒当场毙命。,Those two robbers were killed at the scene.
这个人说话太霸气了！,The way this person speaks is too aggressive!
我告诉你啊，你妈可是勤快人。你看见了吗？满屋子找围裙呢。说话就奔厨房。,
我的月经迟迟不来。,My period is late.
我待彼不薄，彼必不害我。,I have treated him too well for him to do me any harm.
台风来袭，天色昏暗，风雨交加，实在令人害怕。,
现在天色尚早，还可以再玩一阵子才回家。,
眼见得又不济事。不如趁早，天色未晚，取了行李，只得往别处去寻个所在。,
二人又谈了一回，看看天色不早，方才各自东西。,
最近天色凉了，得多加些衣裳。,
虽是天色和暖，那些人却也衣衫蓝缕。,
来也匆匆，去也匆匆。,"Easy come, easy go. (saying)"
来也匆匆，去也冲冲。,"Come in a rush, leave in a flush. (common sign in toilets)"
你今晚会来吗？,Will you come this evening?
因为好酒贪食个，会变穷苦人；好睡目个人，一定会着烂衫裤。,For the drunkard and the glutton shall come to poverty: and drowsiness shall clothe a man with rags.
这人算是丢到家了。,They have lost face completely.
大小从1微米到1000微米不等。,Size is ranging from 1 micron to 1000 microns.
